,Original Circuit,Original Circuit QASM,Qubit Count,Original Gate Count,Original Depth,H_0,S_0,CX_0,Optimized Circuit,Optimized Circuit QASM,Optimized Gate Count,Optimized Depth,H_Opt,S_Opt,CX_Opt,Time,% Gate Count Reduction,% Depth Reduction,% H Reduction,% S Reduction,% CX Reduction
34,"          ┌───┐┌───┐          ┌───┐
q_0: ──■──┤ S ├┤ S ├──■───────┤ X ├
     ┌─┴─┐└───┘└───┘┌─┴─┐┌───┐└─┬─┘
q_1: ┤ X ├──────────┤ X ├┤ H ├──■──
     └───┘          └───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
s q[0];
s q[0];
cx q[0],q[1];
h q[1];
cx q[1],q[0];",2,6,6,1,2,3,"     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├┤ X ├
     ├───┤└───┘└─┬─┘
q_1: ┤ H ├───────■──
     └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];",4,3,1,2,1,0.03824305534362793,33.333333333333336,50.0,0.0,0.0,66.66666666666667
35,"     ┌───┐┌───┐┌───┐          
q_0: ┤ H ├┤ X ├┤ H ├──────────
     └───┘└─┬─┘├───┤┌───┐┌───┐
q_1: ───────■──┤ S ├┤ S ├┤ S ├
               └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[1],q[0];
s q[1];
s q[1];
s q[1];
h q[0];",2,6,5,2,3,1,"     ┌───┐          ┌───┐┌───┐
q_0: ┤ H ├──────────┤ X ├┤ H ├
     ├───┤┌───┐┌───┐└─┬─┘└───┘
q_1: ┤ S ├┤ S ├┤ S ├──■───────
     └───┘└───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[1];
s q[1];
s q[1];
cx q[1],q[0];
h q[0];",6,5,2,3,1,0.038983821868896484,0.0,0.0,0.0,0.0,0.0
36,"     ┌───┐┌───┐┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├┤ X ├┤ X ├──■──┤ H ├
     └───┘└─┬─┘└─┬─┘└─┬─┘┌─┴─┐└───┘
q_1: ───────■────■────■──┤ X ├─────
                         └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[0];",2,6,6,1,1,4,"     ┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ X ├──■──┤ H ├
     └───┘└─┬─┘┌─┴─┐└───┘
q_1: ───────■──┤ X ├─────
               └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[0];",4,4,1,1,2,0.04079008102416992,33.333333333333336,33.333333333333336,0.0,0.0,50.0
37,"     ┌───┐┌───┐          
q_0: ┤ H ├┤ H ├──────────
     ├───┤├───┤┌───┐┌───┐
q_1: ┤ H ├┤ S ├┤ H ├┤ H ├
     └───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];
h q[0];
h q[1];
h q[0];
h q[1];",2,6,4,5,1,0,"               
q_0: ──────────
     ┌───┐┌───┐
q_1: ┤ H ├┤ S ├
     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[1];",2,2,1,1,0,0.03702592849731445,66.66666666666667,50.0,80.0,0.0,0.0
38,"     ┌───┐     ┌───┐┌───┐
q_0: ┤ S ├──■──┤ H ├┤ H ├
     └───┘┌─┴─┐├───┤├───┤
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
s q[1];
h q[0];
h q[0];
s q[1];",2,6,4,2,3,1,"     ┌───┐               
q_0: ┤ S ├──■────────────
     └───┘┌─┴─┐┌───┐┌───┐
q_1: ─────┤ X ├┤ S ├┤ S ├
          └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
s q[1];
s q[1];",4,4,0,3,1,0.04193401336669922,33.333333333333336,0.0,100.0,0.0,0.0
39,"     ┌───┐┌───┐     ┌───┐     
q_0: ┤ X ├┤ S ├─────┤ X ├──■──
     └─┬─┘├───┤┌───┐└─┬─┘┌─┴─┐
q_1: ──■──┤ H ├┤ H ├──■──┤ X ├
          └───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
h q[1];
h q[1];
cx q[1],q[0];
cx q[0],q[1];",2,6,5,2,1,3,"               
q_0: ──■───────
     ┌─┴─┐┌───┐
q_1: ┤ X ├┤ S ├
     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
s q[1];",2,2,0,1,1,0.037776947021484375,66.66666666666667,60.0,100.0,0.0,66.66666666666667
40,"     ┌───┐┌───┐     ┌───┐┌───┐
q_0: ┤ H ├┤ S ├──■──┤ S ├┤ H ├
     └───┘└───┘┌─┴─┐├───┤├───┤
q_1: ──────────┤ X ├┤ S ├┤ H ├
               └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
cx q[0],q[1];
s q[1];
h q[1];
s q[0];
h q[0];",2,7,5,3,3,1,"     ┌───┐┌───┐┌───┐     ┌───┐     
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ H ├─────
     └───┘└───┘└───┘┌─┴─┐├───┤┌───┐
q_1: ───────────────┤ X ├┤ S ├┤ H ├
                    └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];
h q[1];",7,6,3,3,1,0.0458071231842041,0.0,-20.0,0.0,0.0,0.0
41,"     ┌───┐┌───┐     ┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ X ├──■──┤ S ├┤ S ├┤ X ├
     └───┘└─┬─┘┌─┴─┐├───┤└───┘└─┬─┘
q_1: ───────■──┤ X ├┤ H ├───────■──
               └───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[1],q[0];
cx q[0],q[1];
h q[1];
s q[0];
s q[0];
cx q[1],q[0];",2,7,6,2,2,3,"     ┌───┐     ┌───┐     ┌───┐     
q_0: ┤ H ├──■──┤ H ├─────┤ X ├──■──
     └───┘┌─┴─┐├───┤┌───┐└─┬─┘┌─┴─┐
q_1: ─────┤ X ├┤ S ├┤ S ├──■──┤ X ├
          └───┘└───┘└───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[0],q[1];
h q[0];
s q[1];
s q[1];
cx q[1],q[0];
cx q[0],q[1];",7,6,2,2,3,0.048422813415527344,0.0,0.0,0.0,0.0,0.0
42,"     ┌───┐┌───┐               
q_0: ┤ S ├┤ H ├───────■───────
     ├───┤├───┤┌───┐┌─┴─┐┌───┐
q_1: ┤ S ├┤ S ├┤ S ├┤ X ├┤ H ├
     └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[1];
s q[1];
s q[1];
h q[0];
cx q[0],q[1];
h q[1];",2,7,5,2,4,1,"     ┌───┐┌───┐               
q_0: ┤ S ├┤ H ├──■────────────
     ├───┤├───┤┌─┴─┐┌───┐┌───┐
q_1: ┤ H ├┤ S ├┤ X ├┤ H ├┤ S ├
     └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
h q[0];
s q[1];
cx q[0],q[1];
h q[1];
s q[1];",7,5,3,3,1,0.048187255859375,0.0,0.0,-50.0,25.0,0.0
43,"     ┌───┐┌───┐          ┌───┐┌───┐     
q_0: ┤ H ├┤ X ├───────■──┤ H ├┤ X ├─────
     └───┘└─┬─┘┌───┐┌─┴─┐└───┘└─┬─┘┌───┐
q_1: ───────■──┤ S ├┤ X ├───────■──┤ H ├
               └───┘└───┘          └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
cx q[1],q[0];
s q[1];
cx q[0],q[1];
h q[0];
cx q[1],q[0];
h q[1];",2,7,7,3,1,3,"     ┌───┐┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ H ├┤ S ├┤ X ├┤ S ├┤ H ├┤ X ├
     └───┘└───┘└─┬─┘├───┤└───┘└─┬─┘
q_1: ────────────■──┤ H ├───────■──
                    └───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
s q[0];
cx q[1],q[0];
h q[1];
s q[0];
h q[0];
cx q[1],q[0];",7,6,3,2,2,0.04751896858215332,0.0,14.285714285714286,0.0,-100.0,33.333333333333336
44,"               ┌───┐     ┌───┐          
q_0: ──■────■──┤ S ├──■──┤ X ├──────────
     ┌─┴─┐┌─┴─┐└───┘┌─┴─┐└─┬─┘┌───┐┌───┐
q_1: ┤ X ├┤ X ├─────┤ X ├──■──┤ H ├┤ S ├
     └───┘└───┘     └───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[0],q[1];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
s q[1];",2,7,7,1,2,4,"     ┌───┐     ┌───┐          
q_0: ┤ S ├──■──┤ X ├──────────
     └───┘┌─┴─┐└─┬─┘┌───┐┌───┐
q_1: ─────┤ X ├──■──┤ H ├┤ S ├
          └───┘     └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
h q[1];
s q[1];",5,5,1,2,2,0.03851819038391113,28.571428571428573,28.571428571428573,0.0,0.0,50.0
45,"     ┌───┐┌───┐┌───┐┌───┐     ┌───┐
q_0: ┤ S ├┤ H ├┤ S ├┤ H ├──■──┤ H ├
     └───┘└───┘└───┘└───┘┌─┴─┐├───┤
q_1: ────────────────────┤ X ├┤ S ├
                         └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
s q[0];
h q[0];
cx q[0],q[1];
s q[1];
h q[0];",2,7,6,3,3,1,"          ┌───┐┌───┐     ┌───┐
q_0: ─────┤ X ├┤ H ├──■──┤ H ├
     ┌───┐└─┬─┘└───┘┌─┴─┐└───┘
q_1: ┤ S ├──■───────┤ X ├─────
     └───┘          └───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
cx q[1],q[0];
h q[0];
cx q[0],q[1];
h q[0];",5,5,2,1,2,0.038327932357788086,28.571428571428573,16.666666666666668,33.333333333333336,66.66666666666667,-100.0
46,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ S ├┤ S ├
     ├───┤├───┤├───┤└───┘
q_1: ┤ H ├┤ S ├┤ H ├─────
     └───┘└───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[1];
h q[0];
s q[1];
s q[0];
s q[0];
h q[1];",2,7,4,3,4,0,"     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ S ├┤ S ├
     ├───┤├───┤├───┤└───┘
q_1: ┤ H ├┤ S ├┤ H ├─────
     └───┘└───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
h q[0];
s q[0];
s q[0];
s q[1];
h q[1];",7,4,3,4,0,0.04190516471862793,0.0,0.0,0.0,0.0,0.0
47,"                    ┌───┐┌───┐┌───┐
q_0: ──■────■───────┤ X ├┤ X ├┤ H ├
     ┌─┴─┐┌─┴─┐┌───┐└─┬─┘└─┬─┘├───┤
q_1: ┤ X ├┤ X ├┤ H ├──■────■──┤ H ├
     └───┘└───┘└───┘          └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[0],q[1];
cx q[0],q[1];
h q[1];
cx q[1],q[0];
cx q[1],q[0];
h q[0];
h q[1];",2,7,6,3,0,4,"     ┌───┐
q_0: ┤ H ├
     └───┘
q_1: ─────
          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];",1,1,1,0,0,0.03958702087402344,85.71428571428571,83.33333333333333,66.66666666666667,0.0,100.0
48,"     ┌───┐┌───┐┌───┐     ┌───┐     
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ X ├──■──
     ├───┤└───┘└───┘┌─┴─┐└─┬─┘┌─┴─┐
q_1: ┤ H ├──────────┤ X ├──■──┤ X ├
     └───┘          └───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
cx q[0],q[1];",2,7,6,2,2,3,"     ┌───┐┌───┐┌───┐     ┌───┐     
q_0: ┤ H ├┤ S ├┤ S ├──■──┤ X ├──■──
     ├───┤└───┘└───┘┌─┴─┐└─┬─┘┌─┴─┐
q_1: ┤ H ├──────────┤ X ├──■──┤ X ├
     └───┘          └───┘     └───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[0];
h q[1];
s q[0];
s q[0];
cx q[0],q[1];
cx q[1],q[0];
cx q[0],q[1];",7,6,2,2,3,0.04423189163208008,0.0,0.0,0.0,0.0,0.0
49,"     ┌───┐┌───┐               ┌───┐
q_0: ┤ X ├┤ S ├──■────■───────┤ X ├
     └─┬─┘├───┤┌─┴─┐┌─┴─┐┌───┐└─┬─┘
q_1: ──■──┤ S ├┤ X ├┤ X ├┤ S ├──■──
          └───┘└───┘└───┘└───┘     ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
cx q[1],q[0];
s q[0];
s q[1];
cx q[0],q[1];
cx q[0],q[1];
s q[1];
cx q[1],q[0];",2,7,6,0,3,4,"                              
q_0: ────────────■─────────■──
     ┌───┐┌───┐┌─┴─┐┌───┐┌─┴─┐
q_1: ┤ S ├┤ S ├┤ X ├┤ S ├┤ X ├
     └───┘└───┘└───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[1];
s q[1];
cx q[0],q[1];
s q[1];
cx q[0],q[1];",5,5,0,3,2,0.057494163513183594,28.571428571428573,16.666666666666668,0.0,0.0,50.0
50,"     ┌───┐     ┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├──■──┤ H ├┤ S ├┤ S ├┤ S ├
     └───┘┌─┴─┐├───┤└───┘└───┘└───┘
q_1: ─────┤ X ├┤ S ├───────────────
          └───┘└───┘               ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
cx q[0],q[1];
h q[0];
s q[0];
s q[0];
s q[1];
s q[0];",2,7,6,1,5,1,"     ┌───┐┌───┐     ┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ S ├──■──┤ H ├┤ S ├┤ H ├
     └───┘└───┘┌─┴─┐├───┤└───┘└───┘
q_1: ──────────┤ X ├┤ S ├──────────
               └───┘└───┘          ","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
s q[0];
cx q[0],q[1];
h q[0];
s q[0];
h q[0];
s q[1];",7,6,2,4,1,0.05410480499267578,0.0,0.0,-100.0,20.0,0.0
51,"     ┌───┐┌───┐┌───┐┌───┐┌───┐
q_0: ┤ S ├┤ H ├┤ X ├┤ H ├┤ H ├
     └───┘└───┘└─┬─┘├───┤├───┤
q_1: ────────────■──┤ H ├┤ S ├
                    └───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
s q[0];
h q[0];
cx q[1],q[0];
h q[1];
h q[0];
s q[1];
h q[0];",2,7,5,4,2,1,"     ┌───┐     ┌───┐
q_0: ┤ S ├──■──┤ H ├
     ├───┤┌─┴─┐├───┤
q_1: ┤ H ├┤ X ├┤ S ├
     └───┘└───┘└───┘","OPENQASM 2.0;
include ""qelib1.inc"";
qreg q[2];
h q[1];
s q[0];
cx q[0],q[1];
h q[0];
s q[1];",5,3,2,2,1,0.038986921310424805,28.571428571428573,40.0,50.0,0.0,0.0
